ID_Number,Date,AM_PM,Route_Number,Q1_1,Q1_2,Q1_3,Q1_4,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3Specified,Q4_1,Q4_2,Q4_3,Q4_4,Q4Specified,Q5Start,Q5End,Q6,Duration.of.Trip,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_5Specified,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11Specified,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_10Specified,Q13,Q14,Q15,Q16,Q16Specified,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24,Q25,Q25Specified,Q26,Q26Specified,Q27,Q27Specified,Q27English,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32_1,Q32_2,Q32_3,Q33
372,4/16/2013,am,23,NA,BUS Bus Service,Trolley,NA,Every day,NA,Walk,Taxi,NA,NA,NA,,NA,School,NA,NA,,,,45,45-60 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,Ask the driver,NA,Call customer service,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,Yes,Yes,No,No,NA,4,4,4,4,4,2,2,4,4,4,4,4,4,2,2,4,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,OCC,Female,25,African American,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,4/16/2013,am,23,NA,BUS Bus Service,Trolley,NA,Every day,NA,Walk,NA,NA,NA,NA,,NA,NA,Medical Appointment,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,15-20 minutes,Sometimes,NA,Paper schedules,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,Monthly pass,NA,Transfer,10 ride tickets,NA,NA,,No,No,Not employed,Yes,,4,Not at all satisfied,2,4,3,2,4,3,3,2,2,2,3,4,3,3,Extremely important,Extremely important,3,4,Extremely important,Extremely important,OCC,Male,29,Caucasian,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,No,No,No,No,"Yes, use regularly",No,"Yes, but don't use regularly",No
374,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",NA,Walk,NA,Get a ride in someone else's car,Bicycle,NA,,NA,NA,NA,Other,store,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,10 ride tickets,NA,NA,,No,No,No,Yes,,2,2,2,2,4,Not at all satisfied,2,3,3,3,3,3,3,3,3,3,2,2,2,4,Not at all important,Not at all important,LKO,Male,53,Caucasian,,In the United States,,No,,,1,1,"Less than $25,000",No,No,No,No,No,Yes,No,No,No,No
375,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,Bicycle,NA,,NA,School,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,More than 20 minutes,Sometimes,Printable schedules online,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Yes,No,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,OCC,Female,19,African American,,In the United States,,Yes,NA,Well,8,2,"More than $75,000",No,No,No,No,No,No,"Yes, use regularly","Yes, use regularly","Yes, use regularly",Yes
376,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,NA,School,NA,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Rarely,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,Yes,No,No,No,NA,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,Completely satisfied,Extremely important,Extremely important,Not at all important,Extremely important,Extremely important,Not at all important,OCC,Male,23,Caucasian,,In the United States,,No,,,8 or more,8 or more,"$35,000 to less than $50,000",No,No,No,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
377,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Always,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,NA,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,No,No,No,Yes,,Extremely likely,2,Not at all satisfied,3,Not at all satisfied,Not at all satisfied,2,NA,NA,2,2,2,2,2,2,Completely satisfied,2,3,3,3,3,3,IYV,Female,29,Other,mixed,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,"Several times a month, but not every week",Drive myself in my car,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,4,4,4,3,4,3,4,3,4,4,3,3,4,4,4,NA,3,2,2,3,3,2,AMF,Male,31,Caucasian,,In the United States,,No,,,2,1,"$50,000 to less than $75,000",Yes,Yes,Yes,No,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly",NA,No
379,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,50,45-60 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,Not at all satisfied,Not at all satisfied,4,4,Not at all satisfied,Completely satisfied,NA,Completely satisfied,Completely satisfied,Completely satisfied,3,3,Completely satisfied,3,Completely satisfied,3,3,3,Extremely important,3,3,FUJ,Female,44,African American,,In the United States,,Yes,NA,NA,8 or more,4,"$25,000 to less than $35,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, but don't use regularly",No,"Yes, but don't use regularly",Yes
380,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,appointment,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,3,2,4,3,2,NA,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,AMF,Male,31,Caucasian,,In the United States,,No,,,2,2,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
381,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,NA,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,NA,3,3,2,4,NA,3,2,2,2,Not at all satisfied,NA,NA,NA,NA,NA,Not at all important,2,2,Not at all important,Not at all important,Extremely important,AMF,Male,50,Caucasian,,In the United States,,No,,,2,2,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, but don't use regularly",No,No,No
382,4/16/2013,am,23,NA,BUS Bus Service,Trolley,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,NA,School,Medical Appointment,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,Yes,Not employed,Yes,,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,NA,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,Not at all important,Extremely important,Extremely important,Extremely important,OCC,Female,33,African American,,In the United States,,No,,,3,3,"Less than $25,000",No,Yes,Yes,No,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
383,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,NA,NA,NA,NA,NA,Bicycle,NA,,NA,NA,NA,Other,NA,,,NA,,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Rarely,NA,NA,Ask the driver,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,Yes,,4,Not at all satisfied,2,2,2,Not at all satisfied,NA,Not at all satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,Printable schedules online,NA,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,Not at all likely,Completely satisfied,Completely satisfied,Completely satisfied,2,Not at all satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Not at all satisfied,4,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,OCC,Female,24,African American,,In the United States,,No,,,3,2,"Less than $25,000",No,Yes,No,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
385,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekend,NA,Walk,NA,NA,NA,NA,,NA,School,NA,NA,,,,14,Less than 15 Minutes,Yes,NA,Bicycle,NA,NA,NA,,5-10 minutes,Rarely,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,Yes,Yes,Yes,,3,NA,2,NA,3,NA,NA,NA,NA,3,Completely satisfied,Not at all satisfied,3,4,2,3,2,3,2,2,Not at all important,NA,LBN,Male,93,Other,NA,Outside the United States,NA,No,,,8,7,"$25,000 to less than $35,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",Yes
386,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,10 ride tickets,NA,NA,,No,Yes,No,No,NA,Extremely likely,3,4,4,3,2,3,3,3,3,3,3,3,2,Not at all satisfied,NA,3,3,3,3,3,3,JRY,Male,30,African American,,In the United States,,Yes,Spanish/Russian,NA,2,1,"$25,000 to less than $35,000",Yes,No,No,No,No,No,No,No,No,No
387,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekend,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,NA,NA,NA,Call customer service,NA,NA,,NA,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,No,Yes,No,Unsure,,Extremely likely,2,2,3,Not at all satisfied,Not at all satisfied,Not at all satisfied,2,3,Completely satisfied,Completely satisfied,4,4,3,3,3,4,4,3,4,3,3,JRY,Female,21,African American,,In the United States,,No,,,2,2,"$25,000 to less than $35,000",No,No,No,Yes,Yes,Yes,"Yes, but don't use regularly",No,No,No
388,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekend,NA,Walk,NA,NA,NA,NA,,NA,School,NA,NA,,,,60,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Always,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Yes,No,NA,NA,2,NA,Not at all satisfied,2,4,2,Not at all satisfied,Not at all satisfied,2,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,NA,NA,NA,NA,NA,NA,JRY,Male,46,African American,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,4/16/2013,am,23,Express Route,NA,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,75,60-90 Minutes,No,Walk,NA,NA,NA,NA,,5-10 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,3,2,3,2,3,2,2,3,3,3,Not at all satisfied,3,4,Not at all satisfied,3,2,3,2,4,Extremely important,Extremely important,IYV,Female,26,African American,,In the United States,,No,,,6,2,"$25,000 to less than $35,000",No,No,No,No,Yes,No,"Yes, use regularly",No,No,No
390,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,"Several times a month, but not every week",NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,60,60-90 Minutes,No,Walk,NA,Dropped off,NA,NA,,15-20 minutes,Rarely,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,no credit card,Not at all likely,Not at all satisfied,Not at all satisfied,2,Not at all satisfied,Not at all satisfied,4,Completely satisfied,3,Completely satisfied,2,3,3,Not at all satisfied,2,3,Extremely important,3,3,3,3,Not at all important,OFS,Female,21,African American,,In the United States,,No,,,1,1,"Less than $25,000",No,No,No,Yes,No,Yes,"Yes, but don't use regularly","Yes, use regularly","Yes, but don't use regularly",No
391,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,NA,,,60,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,Yes,NA,No,Unsure,,Not at all likely,Not at all satisfied,NA,NA,NA,NA,NA,NA,NA,Not at all satisfied,2,2,2,2,2,NA,Not at all important,Not at all important,3,Extremely important,NA,NA,FUJ,Male,39,African American,,In the United States,,Yes,NA,Very well,1,3,"Less than $25,000",No,No,No,No,No,No,No,No,No,No
392,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,"Several times a month, but not every week",NA,Walk,NA,Get a ride in someone else's car,NA,NA,,NA,NA,Medical Appointment,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,Printable schedules online,NA,NA,BUS or Google’s online Trip Planner,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,No,No,Yes,,4,3,Completely satisfied,3,4,3,4,Completely satisfied,Completely satisfied,3,3,4,4,4,3,4,4,4,4,4,4,4,FUJ,Female,58,African American,,In the United States,,No,,,2,1,"$25,000 to less than $35,000",No,Yes,No,No,Yes,Yes,"Yes, but don't use regularly",No,"Yes, but don't use regularly",NA
393,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,120,More than 120 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,4,Not at all satisfied,Not at all satisfied,2,Completely satisfied,Not at all satisfied,3,Completely satisfied,3,Not at all satisfied,3,2,2,2,2,3,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,FUJ,Female,22,African American,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,Yes,Yes,No,Yes,"Yes, use regularly",No,"Yes, use regularly",Yes
394,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,NA,School,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,Paper schedules,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,No,NA,Not at all likely,2,2,2,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,2,2,2,2,2,2,Not at all satisfied,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,FUJ,Male,45,African American,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
395,4/16/2013,am,23,NA,BUS Bus Service,Trolley,NA,"Several times a week, but not every day",NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,Yes,No,Yes,,Extremely likely,4,Completely satisfied,4,4,Completely satisfied,4,4,4,4,4,Completely satisfied,4,4,4,4,4,Extremely important,Extremely important,4,4,Extremely important,FUJ,Male,32,African American,,In the United States,,No,,,6,3,"$50,000 to less than $75,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, use regularly",No
396,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,60,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,Yes,Yes,Unsure,,4,2,Not at all satisfied,2,Not at all satisfied,Not at all satisfied,Not at all satisfied,2,3,2,2,3,3,3,Not at all satisfied,3,3,3,2,2,3,Extremely important,FUJ,Female,18,African American,,In the United States,,Yes,NA,Very well,5,4,"Less than $25,000",No,No,No,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
397,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,10,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,NA,Ask the driver,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,Yes,No,No,Yes,,Extremely likely,Completely satisfied,2,Completely satisfied,NA,2,Completely satisfied,2,2,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,FUJ,Female,65,African American,,In the United States,,No,,,1,1,"Less than $25,000",No,No,No,Yes,No,No,No,No,No,No
398,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",NA,NA,NA,Get a ride in someone else's car,NA,NA,,NA,NA,NA,Other,appt,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,Printable schedules online,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,FUJ,Male,51,African American,,In the United States,,No,,,2,2,"$35,000 to less than $50,000",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes
399,4/16/2013,am,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,,No,NA,NA,Dropped off,NA,NA,,More than 20 minutes,Rarely,NA,NA,Ask the driver,NA,Call customer service,NA,NA,,NA,NA,Express monthly pass,NA,NA,NA,NA,NA,NA,NA,,Yes,Yes,No,Yes,,4,NA,2,Not at all satisfied,4,4,4,4,Not at all satisfied,NA,Not at all satisfied,2,2,4,Completely satisfied,4,4,4,4,4,4,3,NA,Female,NA,Caucasian,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,90,90-120 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Unsure,,4,2,2,3,3,2,Completely satisfied,Completely satisfied,3,4,4,3,4,2,Not at all satisfied,3,3,2,3,4,4,4,FUJ,Male,52,African American,,In the United States,,No,,,5,5,"Less than $25,000",No,No,No,No,No,Yes,"Yes, but don't use regularly",No,No,Yes
401,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,90,90-120 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,NA,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,4,3,4,2,Not at all satisfied,2,3,4,3,3,2,3,3,2,3,3,Extremely important,3,Extremely important,3,3,JRY,Female,26,African American,,In the United States,,No,,,2,2,"Less than $25,000",No,Yes,No,No,No,Yes,"Yes, but don't use regularly",No,No,Yes
402,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,"Several times a month, but not every week",NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,90,90-120 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,Yes,Yes,,Extremely likely,2,Not at all satisfied,Completely satisfied,Completely satisfied,Not at all satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,GBO,Male,22,African American,,In the United States,,No,,,8,3,"Less than $25,000",No,No,No,No,Yes,No,"Yes, use regularly",No,"Yes, use regularly",Yes
403,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,3,2,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,NA,Not at all satisfied,Not at all satisfied,2,2,NA,Not at all satisfied,Not at all satisfied,Not at all satisfied,NA,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,FUJ,Male,35,African American,,In the United States,,No,,,3,3,"Less than $25,000",No,No,No,No,No,No,"Yes, use regularly","Yes, use regularly","Yes, use regularly",Yes
404,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,26,15-30 Minutes,No,NA,Bicycle,NA,NA,NA,,5-10 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,NA,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,GBO,NA,62,African American,,In the United States,,Yes,NA,NA,1,2,"Less than $25,000",Yes,Yes,Yes,Yes,No,No,No,No,No,No
405,4/16/2013,am,23,NA,BUS Bus Service,NA,NA,"Several times a month, but not every week",NA,NA,NA,Get a ride in someone else's car,NA,NA,,NA,NA,NA,Other,NA,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,Printable schedules online,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,Yes,No,Unsure,,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,2,3,2,4,Completely satisfied,Completely satisfied,2,2,2,Not at all satisfied,2,3,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,FUJ,Female,27,African American,,In the United States,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,School,NA,NA,,,,90,90-120 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,NA,,3,3,2,3,4,4,3,2,3,2,3,2,4,2,Not at all satisfied,4,4,Extremely important,Extremely important,4,3,Not at all important,FUJ,Male,23,African American,,In the United States,,No,,,2,1,"$25,000 to less than $35,000",No,No,Yes,Yes,No,No,"Yes, use regularly","Yes, but don't use regularly","Yes, use regularly",No
407,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,59,45-60 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,Unsure,,Extremely likely,Not at all satisfied,3,3,4,3,4,2,3,3,3,3,2,4,Not at all satisfied,3,3,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,ECA,Female,25,African American,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, use regularly",Yes
